molrepo_name,src_id,smiles,inchikey,inchi
repohub,baricitinib,CCS(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12,XUZMWHLSFXCVMG-UHFFFAOYSA-N,XUZMWHLSFXCVMG-UHFFFAOYSA-N
repohub,barium-6-O-phosphonato-D-glucose,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C=O,VFRROHXSMXFLSN-SLPGGIOYSA-N,VFRROHXSMXFLSN-SLPGGIOYSA-N
repohub,barnidipine,"COC(=O)C1=C(C)NC(C)=C([C@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@H]1CCN(Cc2ccccc2)C1 |c:4,9|",VXMOONUMYLCFJD-DHLKQENFSA-N,VXMOONUMYLCFJD-DHLKQENFSA-N
repohub,basic-fuchsin,"CC1=CC(C=CC1=N)=C(c1ccc(N)cc1)c1ccc(N)cc1 |c:4,t:1|",YDCMWLQSPFTWCS-UHFFFAOYSA-N,YDCMWLQSPFTWCS-UHFFFAOYSA-N
repohub,basimglurant,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,UPZWINBEAHDTLA-UHFFFAOYSA-N,UPZWINBEAHDTLA-UHFFFAOYSA-N
repohub,basmisanil,Cc1onc(c1COc1ccc(cn1)C(=O)N1CCS(=O)(=O)CC1)-c1ccc(F)cc1,VCGRFBXVSFAGGA-UHFFFAOYSA-N,VCGRFBXVSFAGGA-UHFFFAOYSA-N
repohub,batefenterol,COc1cc(NC(=O)CCN2CCC(CC2)OC(=O)Nc2ccccc2-c2ccccc2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2nc(O)ccc12,URWYQGVSPQJGGB-DHUJRADRSA-N,URWYQGVSPQJGGB-DHUJRADRSA-N
repohub,batimastat,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,XFILPEOLDIKJHX-QYZOEREBSA-N,XFILPEOLDIKJHX-QYZOEREBSA-N
repohub,bavisant,O=C(N1CCN(CC1)C1CC1)c1ccc(CN2CCOCC2)cc1,BGBVSGSIXIIREO-UHFFFAOYSA-N,BGBVSGSIXIIREO-UHFFFAOYSA-N
repohub,BAX-channel-blocker,O[C@@H](CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12 |&1:1|,KUUJEXLRLIPQQJ-HNNXBMFYSA-N,KUUJEXLRLIPQQJ-HNNXBMFYSA-N
repohub,BAY-11-7082,Cc1ccc(cc1)S(=O)(=O)\C=C\C#N,DOEWDSDBFRHVAP-KRXBUXKQSA-N,DOEWDSDBFRHVAP-KRXBUXKQSA-N
repohub,BAY-11-7085,CC(C)(C)c1ccc(cc1)S(=O)(=O)\C=C\C#N,VHKZGNPOHPFPER-ONNFQVAWSA-N,VHKZGNPOHPFPER-ONNFQVAWSA-N
repohub,BAY-1251152,COc1cc(F)ccc1-c1cc(Nc2cc(C[S@](C)(=N)=O)ccn2)ncc1F |r|,YZCUMZWULWOUMD-MUUNZHRXSA-N,YZCUMZWULWOUMD-MUUNZHRXSA-N
repohub,BAY-1436032,C[C@H]1C[C@H](CC(C)(C)C1)n1c(Nc2ccc(OC(F)(F)F)cc2)nc2cc(CCC(O)=O)ccc12,RNMAUIMMNAHKQR-QFBILLFUSA-N,RNMAUIMMNAHKQR-QFBILLFUSA-N
repohub,BAY-1895344,C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,YBXRSCXGRPSTMW-CYBMUJFWSA-N,YBXRSCXGRPSTMW-CYBMUJFWSA-N
repohub,BAY-2402234,CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(cc2F)C(=O)Nc2c(F)cccc2Cl)c1=O,KNVJMHHAXCPZHF-JTQLQIEISA-N,KNVJMHHAXCPZHF-JTQLQIEISA-N
repohub,BAY-41-2272,Nc1nc(ncc1C1CC1)-c1nn(Cc2ccccc2F)c2ncccc12,ATOAHNRJAXSBOR-UHFFFAOYSA-N,ATOAHNRJAXSBOR-UHFFFAOYSA-N
repohub,BAY-60-6583,NC(=O)CSc1nc(N)c(C#N)c(-c2ccc(OCC3CC3)cc2)c1C#N,ZTYHZMAZUWOXNC-UHFFFAOYSA-N,ZTYHZMAZUWOXNC-UHFFFAOYSA-N
repohub,BAY-60-7550,COc1ccc(Cc2nc(=O)c3c(C)nc([C@@H](CCCc4ccccc4)[C@@H](C)O)n3[nH]2)cc1OC,MYTWFJKBZGMYCS-NQIIRXRSSA-N,MYTWFJKBZGMYCS-NQIIRXRSSA-N
repohub,BAY-61-3606,COc1ccc(cc1OC)-c1cc2nccn2c(Nc2ncccc2C(N)=O)n1,JWQOJVOKBAAAAR-UHFFFAOYSA-N,JWQOJVOKBAAAAR-UHFFFAOYSA-N
repohub,BAY-8002,OC(=O)c1ccccc1NC(=O)c1cc(ccc1Cl)S(=O)(=O)c1ccccc1,CLAUJSRBKSRTGQ-UHFFFAOYSA-N,CLAUJSRBKSRTGQ-UHFFFAOYSA-N
repohub,BAY-85-8050,"N[C@@H](C[C@@H](F)C(O)=O)C(O)=O |&1:1,&2:3,r|",JPSHPWJJSVEEAX-GBXIJSLDSA-N,JPSHPWJJSVEEAX-GBXIJSLDSA-N
repohub,BAY-87-2243,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1,CDJNNOJINJAXPV-UHFFFAOYSA-N,CDJNNOJINJAXPV-UHFFFAOYSA-N
repohub,BAY-K-8644-(+/-),"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O |r,c:4,9|",ZFLWDHHVRRZMEI-CYBMUJFWSA-N,ZFLWDHHVRRZMEI-CYBMUJFWSA-N
repohub,BAY-K-8644-(s)-(-),"COC(=O)C1=C(C)NC(C)=C([C@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O |c:4,9|",ZFLWDHHVRRZMEI-ZDUSSCGKSA-N,ZFLWDHHVRRZMEI-ZDUSSCGKSA-N
repohub,BAY-W-9798,"COC(=O)C1=C(C)N(C)C(C)=C(C1c1ccc(cc1)C(F)(F)F)C(=O)OC |c:4,10|",AVFYPHPSIBAAME-UHFFFAOYSA-N,AVFYPHPSIBAAME-UHFFFAOYSA-N
repohub,BAY1125976,NC(=O)c1ccc2nc(c(-c3ccccc3)n2n1)-c1ccc(cc1)C1(N)CCC1,JBGYKRAZYDNCNV-UHFFFAOYSA-N,JBGYKRAZYDNCNV-UHFFFAOYSA-N
repohub,BAY1217389,COc1ccc(Oc2cc(NCCC(F)(F)F)c3ncc(-c4ccc(C(=O)NC5CC5)c(C)c4)n3n2)c(F)c1F,WNEILUNVMHVMPH-UHFFFAOYSA-N,WNEILUNVMHVMPH-UHFFFAOYSA-N
repohub,BAZ2-ICR,Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(cc2)C#N)cn1,RRZVGDGTWNQAPW-UHFFFAOYSA-N,RRZVGDGTWNQAPW-UHFFFAOYSA-N
repohub,bazedoxifene,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,UCJGJABZCDBEDK-UHFFFAOYSA-N,UCJGJABZCDBEDK-UHFFFAOYSA-N
repohub,BC-11,NC(=N)SCc1ccc(cc1)B(O)O,KDQVMGQHPAKJAN-UHFFFAOYSA-N,KDQVMGQHPAKJAN-UHFFFAOYSA-N
repohub,BCI-540,Cc1oc2nc3CCCCc3c(NC(=O)CN3CCCC3=O)c2c1C,PSPGQHXMUKWNDI-UHFFFAOYSA-N,PSPGQHXMUKWNDI-UHFFFAOYSA-N
repohub,BCTC,CC(C)(C)c1ccc(NC(=O)N2CCN(CC2)c2ncccc2Cl)cc1,ROGUAPYLUCHQGK-UHFFFAOYSA-N,ROGUAPYLUCHQGK-UHFFFAOYSA-N
repohub,BCX-1470,NC(=N)c1cc2ccc(OC(=O)c3cccs3)cc2s1,OTGQTQBPQCRNRG-UHFFFAOYSA-N,OTGQTQBPQCRNRG-UHFFFAOYSA-N
repohub,BD-1008,CN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1,ASGIQUHBAVIOTI-UHFFFAOYSA-N,ASGIQUHBAVIOTI-UHFFFAOYSA-N
repohub,BD-1047,CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1,MGVRNMUKTZOQOW-UHFFFAOYSA-N,MGVRNMUKTZOQOW-UHFFFAOYSA-N
repohub,BD-1063,CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,SUIZRDJCBVPASY-UHFFFAOYSA-N,SUIZRDJCBVPASY-UHFFFAOYSA-N
repohub,BE-2254,Oc1ccc(CCNC[C@H]2CCc3ccccc3C2=O)cc1 |r|,PZZOEXPDTYIBPI-MRXNPFEDSA-N,PZZOEXPDTYIBPI-MRXNPFEDSA-N
repohub,BEBT-908,CNc1ccc(cn1)-c1nc(N2CCOCC2)c2sc(CN(C)c3ncc(cn3)C(=O)NO)cc2n1,TWJZFXHSPBBPNI-UHFFFAOYSA-N,TWJZFXHSPBBPNI-UHFFFAOYSA-N
repohub,beclabuvir,COc1ccc2-c3c(C4CCCCC4)c4ccc(cc4n3C[C@]3(C[C@H]3c2c1)C(=O)N1[C@H]2CC[C@@H]1CN(C)C2)C(=O)NS(=O)(=O)N(C)C |THB:27:29:31.32:34.35.37|,ZTTKEBYSXUCBSE-QDFUAKMASA-N,ZTTKEBYSXUCBSE-QDFUAKMASA-N
repohub,beclamide,ClCCC(=O)NCc1ccccc1,JPYQFYIEOUVJDU-UHFFFAOYSA-N,JPYQFYIEOUVJDU-UHFFFAOYSA-N
repohub,beclomethasone,"C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO |&1:1,&2:3,&3:4,&4:13,&5:15,&6:17,&7:20,&8:22,r,c:11,t:7|",NBMKJKDGKREAPL-DGLOSGAVSA-N,NBMKJKDGKREAPL-DGLOSGAVSA-N
repohub,beclomethasone-dipropionate,"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C |c:25,t:21|",KUVIULQEHSCUHY-XYWKZLDCSA-N,KUVIULQEHSCUHY-XYWKZLDCSA-N
repohub,bedaquiline,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,QUIJNHUBAXPXFS-XLJNKUFUSA-N,QUIJNHUBAXPXFS-XLJNKUFUSA-N
repohub,befuraline,O=C(N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2o1,SRIJFPBZWUFLFD-UHFFFAOYSA-N,SRIJFPBZWUFLFD-UHFFFAOYSA-N
repohub,begacestat,OC[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(C(F)(F)F)C(F)(F)F,PSXOKXJMVRSARX-SCSAIBSYSA-N,PSXOKXJMVRSARX-SCSAIBSYSA-N
repohub,bekanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,SKKLOUVUUNMCJE-FQSMHNGLSA-N,SKKLOUVUUNMCJE-FQSMHNGLSA-N
repohub,belinostat,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,NCNRHFGMJRPRSK-MDZDMXLPSA-N,NCNRHFGMJRPRSK-MDZDMXLPSA-N
repohub,belizatinib,CC(C)NC(=O)[C@H]1CC[C@H](CC1)n1c(NC(=O)c2ccc(F)cc2)nc2ccc(CN3CCC(CC3)C(C)(C)O)cc12 |r|,WSTUJEXAPHIEIM-FEGDYQJNSA-N,WSTUJEXAPHIEIM-FEGDYQJNSA-N
repohub,belotecan,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccccc4c(CCNC(C)C)c3Cn1c2=O,LNHWXBUNXOXMRL-VWLOTQADSA-N,LNHWXBUNXOXMRL-VWLOTQADSA-N
repohub,bemegride,CCC1(C)CC(=O)NC(=O)C1,ORRZGUBHBVWWOP-UHFFFAOYSA-N,ORRZGUBHBVWWOP-UHFFFAOYSA-N
repohub,bemesetron,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1cc(Cl)cc(Cl)c1 |r,THB:0:1:3.4:6.7.8|",MNJNPLVXBISNSX-WDNDVIMCSA-N,MNJNPLVXBISNSX-WDNDVIMCSA-N
repohub,bemotrizinol,"CCCC[C@H](CC)COc1ccc(c(O)c1)-c1nc(nc(n1)-c1ccc(OC[C@H](CC)CCCC)cc1O)-c1ccc(OC)cc1 |&1:28,&2:4|",XVAMCHGMPYWHNL-MKPDMIMOSA-N,XVAMCHGMPYWHNL-MKPDMIMOSA-N
repohub,bempedoic-acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O,HYHMLYSLQUKXKP-UHFFFAOYSA-N,HYHMLYSLQUKXKP-UHFFFAOYSA-N
repohub,benactyzine,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,IVQOFBKHQCTVQV-UHFFFAOYSA-N,IVQOFBKHQCTVQV-UHFFFAOYSA-N
repohub,benaxibine,OC[C@H]1O[C@@H](Nc2ccc(cc2)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,VXMVXDITZWJXJN-RMPHRYRLSA-N,VXMVXDITZWJXJN-RMPHRYRLSA-N
repohub,benazepril,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O,XPCFTKFZXHTYIP-PMACEKPBSA-N,XPCFTKFZXHTYIP-PMACEKPBSA-N
repohub,bendamustine,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,YTKUWDBFDASYHO-UHFFFAOYSA-N,YTKUWDBFDASYHO-UHFFFAOYSA-N
repohub,bendazac,OC(=O)COc1nn(Cc2ccccc2)c2ccccc12,BYFMCKSPFYVMOU-UHFFFAOYSA-N,BYFMCKSPFYVMOU-UHFFFAOYSA-N
repohub,bendazol,C(c1nc2ccccc2[nH]1)c1ccccc1,YTLQFZVCLXFFRK-UHFFFAOYSA-N,YTLQFZVCLXFFRK-UHFFFAOYSA-N
repohub,bendroflumethiazide,"NS(=O)(=O)c1cc2c(N[C@@H](Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F |&1:9,r|",HDWIHXWEUNVBIY-CQSZACIVSA-N,HDWIHXWEUNVBIY-CQSZACIVSA-N
repohub,benethamine,C(Cc1ccccc1)NCc1ccccc1,UPABQMWFWCMOFV-UHFFFAOYSA-N,UPABQMWFWCMOFV-UHFFFAOYSA-N
repohub,benfluorex,C[C@@H](Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1 |r|,CJAVTWRYCDNHSM-AWEZNQCLSA-N,CJAVTWRYCDNHSM-AWEZNQCLSA-N
repohub,benfluralin,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,SMDHCQAYESWHAE-UHFFFAOYSA-N,SMDHCQAYESWHAE-UHFFFAOYSA-N
repohub,benfotiamine,C\C(N(Cc1cnc(C)nc1N)C=O)=C(/CCOP(O)(O)=O)SC(=O)c1ccccc1,BTNNPSLJPBRMLZ-LGMDPLHJSA-N,BTNNPSLJPBRMLZ-LGMDPLHJSA-N
repohub,benidipine,COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(Cc2ccccc2)C1,QZVNQOLPLYWLHQ-ZEQKJWHPSA-N,QZVNQOLPLYWLHQ-ZEQKJWHPSA-N
repohub,benperidol,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O,FEBOTPHFXYHVPL-UHFFFAOYSA-N,FEBOTPHFXYHVPL-UHFFFAOYSA-N
repohub,benproperine,"C[C@@H](COc1ccccc1Cc1ccccc1)N1CCCCC1 |&1:1,r|",JTUQXGZRVLWBCR-SFHVURJKSA-N,JTUQXGZRVLWBCR-SFHVURJKSA-N
repohub,benserazide,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,BNQDCRGUHNALGH-UHFFFAOYSA-N,BNQDCRGUHNALGH-UHFFFAOYSA-N
repohub,bentiromide,OC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,SPPTWHFVYKCNNK-FQEVSTJZSA-N,SPPTWHFVYKCNNK-FQEVSTJZSA-N
repohub,benurestat,ONC(=O)CNC(=O)c1ccc(Cl)cc1,JFZGBMJPJZDNNT-UHFFFAOYSA-N,JFZGBMJPJZDNNT-UHFFFAOYSA-N
repohub,benzalkonium,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N
repohub,benzamil,NC(NCc1ccccc1)=NC(=O)c1nc(Cl)c(N)nc1N,KXDROGADUISDGY-UHFFFAOYSA-N,KXDROGADUISDGY-UHFFFAOYSA-N
repohub,benzbromarone,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,WHQCHUCQKNIQEC-UHFFFAOYSA-N,WHQCHUCQKNIQEC-UHFFFAOYSA-N
repohub,"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]","CC(C)NC[C@@H](O)c1cc(C)ccc1C |&1:5,r|",PHFWPIKQCFQPJY-CYBMUJFWSA-N,PHFWPIKQCFQPJY-CYBMUJFWSA-N
repohub,benzethonium,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,SIYLLGKDQZGJHK-UHFFFAOYSA-N,SIYLLGKDQZGJHK-UHFFFAOYSA-N
repohub,benznidazole,[O-][N+](=O)c1nccn1CC(=O)NCc1ccccc1,CULUWZNBISUWAS-UHFFFAOYSA-N,CULUWZNBISUWAS-UHFFFAOYSA-N
repohub,benzo[d]thiazole-2(3H)-thione,S=c1[nH]c2ccccc2s1,YXIWHUQXZSMYRE-UHFFFAOYSA-N,YXIWHUQXZSMYRE-UHFFFAOYSA-N
repohub,benzocaine,CCOC(=O)c1ccc(N)cc1,BLFLLBZGZJTVJG-UHFFFAOYSA-N,BLFLLBZGZJTVJG-UHFFFAOYSA-N
repohub,benzoclidine,"O=C(O[C@H]1CN2CCC1CC2)c1ccccc1 |&1:3,r|",AHKAOMZZTQULDS-ZDUSSCGKSA-N,AHKAOMZZTQULDS-ZDUSSCGKSA-N
repohub,benzofenac,OC(=O)Cc1ccc(OCc2ccccc2)c(Cl)c1,DFHBBMJTBBLQSA-UHFFFAOYSA-N,DFHBBMJTBBLQSA-UHFFFAOYSA-N
repohub,benzoic-acid,OC(=O)c1ccccc1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,WPYMKLBDIGXBTP-UHFFFAOYSA-N
repohub,benzoin,"O[C@@H](C(=O)c1ccccc1)c1ccccc1 |&1:1,r|",ISAOCJYIOMOJEB-CYBMUJFWSA-N,ISAOCJYIOMOJEB-CYBMUJFWSA-N
repohub,benzonatate,CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,MAFMQEKGGFWBAB-UHFFFAOYSA-N,MAFMQEKGGFWBAB-UHFFFAOYSA-N
repohub,benzoquinonium-dibromide,"CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1 |c:30,t:9|",YERABYSOHUZTPQ-UHFFFAOYSA-P,YERABYSOHUZTPQ-UHFFFAOYSA-P
repohub,benzotript,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1,QJERBBQXOMUURJ-INIZCTEOSA-N,QJERBBQXOMUURJ-INIZCTEOSA-N
repohub,benzoxiquine,O=C(Oc1cccc2cccnc12)c1ccccc1,BHKPHCKISVSDGV-UHFFFAOYSA-N,BHKPHCKISVSDGV-UHFFFAOYSA-N
repohub,benzoyl-peroxide,O=C(OOC(=O)c1ccccc1)c1ccccc1,OMPJBNCRMGITSC-UHFFFAOYSA-N,OMPJBNCRMGITSC-UHFFFAOYSA-N
repohub,benzoylpas,OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O,GNZCRYWFWKFIDM-UHFFFAOYSA-N,GNZCRYWFWKFIDM-UHFFFAOYSA-N
repohub,benzthiazide,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)=CSCc2ccccc2)cc1Cl,MQMCZGVMQZPYQA-UHFFFAOYSA-N,MQMCZGVMQZPYQA-UHFFFAOYSA-N
repohub,benztropine-mesylate,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1,GIJXKZJWITVLHI-PMOLBWCYSA-N,GIJXKZJWITVLHI-PMOLBWCYSA-N
repohub,benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,CNBGNNVCVSKAQZ-UHFFFAOYSA-N
repohub,benzyl-alcohol,OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N,WVDDGKGOMKODPV-UHFFFAOYSA-N
repohub,benzyl-benzoate,O=C(OCc1ccccc1)c1ccccc1,SESFRYSPDFLNCH-UHFFFAOYSA-N,SESFRYSPDFLNCH-UHFFFAOYSA-N
repohub,benzyl-isothiocyanate,S=C=NCc1ccccc1,MDKCFLQDBWCQCV-UHFFFAOYSA-N,MDKCFLQDBWCQCV-UHFFFAOYSA-N
repohub,benzyldimethylhexadecylammonium,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,QDYLMAYUEZBUFO-UHFFFAOYSA-N,QDYLMAYUEZBUFO-UHFFFAOYSA-N
repohub,benzyldimethyloctylammonium,CCCCCCCC[N+](C)(C)Cc1ccccc1,SHFLYPPECXRCFO-UHFFFAOYSA-N,SHFLYPPECXRCFO-UHFFFAOYSA-N
repohub,benzylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,JGSARLDLIJGVTE-MBNYWOFBSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N
repohub,bephenium-hydroxynaphthoate,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,AVWWVJUMXRXPNF-UHFFFAOYSA-N,AVWWVJUMXRXPNF-UHFFFAOYSA-N
repohub,bepotastine,OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1,YWGDOWXRIALTES-NRFANRHFSA-N,YWGDOWXRIALTES-NRFANRHFSA-N
repohub,bepridil,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,UIEATEWHFDRYRU-UHFFFAOYSA-N,UIEATEWHFDRYRU-UHFFFAOYSA-N
repohub,berberine,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC,YBHILYKTIRIUTE-UHFFFAOYSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N
repohub,bergapten,COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N,BGEBZHIAGXMEMV-UHFFFAOYSA-N
repohub,bergenin,COc1c(O)cc2C(=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3c2c1O,YWJXCIXBAKGUKZ-HJJNZUOJSA-N,YWJXCIXBAKGUKZ-HJJNZUOJSA-N
repohub,besifloxacin,N[C@@H]1CCCCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1,QFFGVLORLPOAEC-SNVBAGLBSA-N,QFFGVLORLPOAEC-SNVBAGLBSA-N
repohub,BET-BAY-002,Cc1nnc(C[C@@H]2C=C(c3ccc(Cl)cc3)c3ccccc3-n3c(C)nnc23)o1 |t:7|,AGYIAWHWIUZNSD-INIZCTEOSA-N,AGYIAWHWIUZNSD-INIZCTEOSA-N
repohub,beta-amyloid-synthesis-inhibitor,Oc1cccc(Nc2ccc(Nc3cccc(O)c3)nn2)c1,GYNDFOLSPPBBIK-UHFFFAOYSA-N,GYNDFOLSPPBBIK-UHFFFAOYSA-N
repohub,beta-carotene,"C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C |c:9,32|",OENHQHLEOONYIE-JLTXGRSLSA-N,OENHQHLEOONYIE-JLTXGRSLSA-N
repohub,beta-CCB,CCCCOC(=O)c1cc2c(cn1)[nH]c1ccccc21,WGNGIELOOKACSB-UHFFFAOYSA-N,WGNGIELOOKACSB-UHFFFAOYSA-N
repohub,beta-elemene,CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C,OPFTUNCRGUEPRZ-QLFBSQMISA-N,OPFTUNCRGUEPRZ-QLFBSQMISA-N
repohub,beta-funaltrexamine,COC(=O)\C=C\C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45,PQKHESYTSKMWFP-WZJCLRDWSA-N,PQKHESYTSKMWFP-WZJCLRDWSA-N
repohub,beta-glycerophosphoric-acid,OCC(CO)OP(O)(O)=O,DHCLVCXQIBBOPH-UHFFFAOYSA-N,DHCLVCXQIBBOPH-UHFFFAOYSA-N
repohub,beta-hydroxy-beta-methylbutyrate,CC(C)(O)CC(O)=O.CC(C)(O)CC(O)=O,KORPMXSVHOHPMS-UHFFFAOYSA-N,KORPMXSVHOHPMS-UHFFFAOYSA-N
repohub,beta-hydroxybutyrate,CC(O)CC(O)=O,WHBMMWSBFZVSSR-UHFFFAOYSA-N,WHBMMWSBFZVSSR-UHFFFAOYSA-N
repohub,beta-lapachone,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O |c:5|,QZPQTZZNNJUOLS-UHFFFAOYSA-N,QZPQTZZNNJUOLS-UHFFFAOYSA-N
repohub,beta-naphthol,Oc1ccc2ccccc2c1,JWAZRIHNYRIHIV-UHFFFAOYSA-N,JWAZRIHNYRIHIV-UHFFFAOYSA-N
repohub,betahistine,CNCCc1ccccn1,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,UUQMNUMQCIQDMZ-UHFFFAOYSA-N
repohub,betaine,C[N+](C)(C)CC(O)=O,KWIUHFFTVRNATP-UHFFFAOYSA-O,KWIUHFFTVRNATP-UHFFFAOYSA-O
repohub,betamethasone,"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO |c:11,t:7|",UREBDLICKHMUKA-DVTGEIKXSA-N,UREBDLICKHMUKA-DVTGEIKXSA-N
repohub,betamethasone-acetate,"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O |c:11,t:7|",AKUJBENLRBOFTD-QZIXMDIESA-N,AKUJBENLRBOFTD-QZIXMDIESA-N
