Uniprot,GeneName
Q8NE71,ABC50
P05067,APP
P05067,A4
P05067,AD1
O14639,ABLIM1
O14639,ABLIM
O14639,KIAA0059
O14639,LIMAB1
Q9UNQ0,ABCG2
Q9UNQ0,ABCP
Q9UNQ0,BCRP
Q9UNQ0,BCRP1
Q9UNQ0,MXR
Q8TF27,AGAP11
Q8TF27,KIAA1975
Q96HD9,ACY3
Q96HD9,ASPA2
P63267,ACTG2
P63267,ACTA3
P63267,ACTL3
P63267,ACTSG
P35858,IGFALS
P35858,ALS
P04075,ALDOA
P04075,ALDA
O95081,AGFG2
O95081,HRBL
O95081,RABR
Q04828,AKR1C1
Q04828,DDH
Q04828,DDH1
Q6NVV9,ADAM5
Q6NVV9,ADAM5P
Q6NVV9,TMDC2
Q9BY15,ADGRE3
Q9BY15,EMR3
Q9BY15,UNQ683/PRO1562
Q8NEB7,ACRBP
Q6UX46,ALKAL2
Q6UX46,FAM150B
Q6UX46,UNQ542/PRO1097
Q8IZF2,ADGRF5
Q8IZF2,GPR116
Q8IZF2,KIAA0758
Q9BT22,ALG1
Q9BT22,HMAT1
Q9BT22,HMT1
Q9BT22,PSEC0061
Q9BT22,UNQ861/PRO1870
Q9UKF5,ADAM29
Q9BV10,ALG12
Q9BV10,PP14673
Q8NCL9,APCDD1L
Q6UB98,ANKRD12
Q6UB98,ANCO2
Q6UB98,KIAA0874
Q9BXS5,AP1M1
Q9BXS5,CLTNM
Q06278,AOX1
Q06278,AO
Q9H6X2,ANTXR1
Q9H6X2,ATR
Q9H6X2,TEM8
A5YM69,ARHGEF35
A5YM69,ARHGEF5L
Q16853,AOC3
Q16853,VAP1
Q96CW1,AP2M1
Q96CW1,CLAPM1
Q96CW1,KIAA0109
Q96IT6,ARHGAP5-AS1
Q96IT6,C14orf128
Q14865,ARID5B
Q14865,DESRT
Q14865,MRF2
Q76L83,ASXL2
Q76L83,ASXH2
Q76L83,KIAA1685
Q9NVP2,ASF1B
O15144,ARPC2
O15144,ARC34
O15144,PRO2446
Q9UBB4,ATXN10
Q9UBB4,SCA10
P56746,CLDN15
P56856,CLDN18
P56856,UNQ778/PRO1572
Q96IX5,ATP5MD
Q96IX5,DAPIT
Q96IX5,HCVFTP2
Q96IX5,USMG5
Q96IX5,PD04912
Q8WXX7,AUTS2
Q8WXX7,KIAA0442
Q6UWD8,C16orf54
Q6UWD8,UNQ9389/PRO34280
Q8NHY2,COP1
Q8NHY2,RFWD2
Q8NHY2,RNF200
Q9UKP4,ADAMTS7
Q9UNA0,ADAMTS5
Q9UNA0,ADAMTS11
Q9UNA0,ADMP2
P54710,FXYD2
P54710,ATP1C
P54710,ATP1G1
O00327,ARNTL
O00327,BHLHE5
O00327,BMAL1
O00327,MOP3
O00327,PASD3
Q9P203,BTBD7
Q9P203,KIAA1525
Q14692,BMS1
Q14692,BMS1L
Q14692,KIAA0187
P17213,BPI
Q8WYA1,ARNTL2
Q8WYA1,BHLHE6
Q8WYA1,BMAL2
Q8WYA1,CLIF
Q8WYA1,MOP9
Q8WYA1,PASD9
Q8ND07,BBOF1
Q8ND07,C14orf45
Q8ND07,CCDC176
Q9UMX3,BOK
Q9UMX3,BCL2L9
Q6ZN30,BNC2
O75936,BBOX1
O75936,BBH
O75936,BBOX
O94766,B3GAT3
Q9UHR4,BAIAP2L1
Q9UHR4,IRTKS
Q8IYS8,BOD1L2
Q8IYS8,BOD1P
Q8IYS8,FAM44C
Q6MZZ7,CAPN13
O15155,BET1
Q8N7W2,BEND7
Q8N7W2,C10orf30
A8MZ97,C2orf74
O15484,CAPN5
O15484,NCL3
Q8IXH8,CDH26
Q8N1Q1,CA13
Q14781,CBX2
A5D8W1,CFAP69
A5D8W1,C7orf63
P15088,CPA3
P09093,CELA3A
P09093,ELA3
P09093,ELA3A
P32248,CCR7
P32248,CMKBR7
P32248,EBI1
P32248,EVI1
Q9BZW8,CD244
Q9BZW8,2B4
Q8WUH1,CHURC1
Q8WUH1,C14orf52
Q8WUH1,CHCH
Q8WUH1,My015
P31358,CD52
P31358,CDW52
P31358,HE5
P06729,CD2
P06729,SRBC
P08962,CD63
P08962,MLA1
P08962,TSPAN30
P13987,CD59
P13987,MIC11
P13987,MIN1
P13987,MIN2
P13987,MIN3
P13987,MSK21
Q12860,CNTN1
P40259,CD79B
P40259,B29
P40259,IGB
Q9Y6Z2,LINC01558
Q9Y6Z2,C6orf123
Q32Q52,C12orf74
P25067,COL8A2
Q5U649,C12orf60
Q9NPU4,C14orf132
Q9NPU4,C14orf88
Q8N326,RPP38-DT
Q8N326,C10orf111
Q5VZT2,C10orf113
P18545,PDE6G
P18545,PDEG
P12109,COL6A1
P0C7M8,CLEC2L
Q8N0X4,CLYBL
Q8N0X4,CLB
Q5K131,CLLU1
O15516,CLOCK
O15516,BHLHE8
O15516,KIAA0334
P09496,CLTA
P61923,COPZ1
P61923,COPZ
P61923,CGI-120
P61923,HSPC181
P10176,COX8A
P10176,COX8
P10176,COX8L
H7BZ55,CROCC2
Q5T5F5,ADAMTSL4-AS1
Q5T5F5,C1orf138
Q5TYW2,ANKRD20A1
Q5TYW2,ANKRD20A
A5X5Y0,HTR3E
P32297,CHRNA3
P32297,NACHRA3
Q9NRG9,AAAS
Q9NRG9,ADRACALA
Q9NRG9,GL003
P17174,GOT1
Q96EY9,ADAT3
Q96EY9,TAD3
P63104,YWHAZ
P31941,APOBEC3A
P55008,AIF1
P55008,G1
P55008,IBA1
P36896,ACVR1B
P36896,ACVRLK4
P36896,ALK4
P07327,ADH1A
P07327,ADH1
P48448,ALDH3B2
P48448,ALDH8
P08319,ADH4
Q16352,INA
Q16352,NEF5
Q8TD30,GPT2
Q8TD30,AAT2
Q8TD30,ALT2
Q7Z591,AKNA
Q7Z591,KIAA1968
Q12802,AKAP13
Q12802,BRX
Q12802,HT31
Q12802,LBC
Q9NR19,ACSS2
Q9NR19,ACAS2
P23109,AMPD1
Q6P093,AADACL2
Q5T1N1,AKNAD1
Q5T1N1,C1orf62
P51826,AFF3
P51826,LAF4
Q7Z695,ADCK2
Q7Z695,AARF
Q96F25,ALG14
Q4VCS5,AMOT
Q4VCS5,KIAA1071
P55198,MLLT6
P55198,AF17
Q8IZF4,ADGRG5
Q8IZF4,GPR114
Q8IZF4,PGR27
Q8IZF4,UNQ2524/PRO6017
Q9BZZ5,API5
Q9BZZ5,MIG8
P84085,ARF5
Q6ZN18,AEBP2
P58335,ANTXR2
P58335,CMG2
Q9H0F7,ARL6
Q9H0F7,BBS3
P29374,ARID4A
P29374,RBBP1
P29374,RBP1
A8K4G0,CD300LB
A8K4G0,CD300B
A8K4G0,CLM7
A8K4G0,CMRF35A2
A8K4G0,IREM3
A8K4G0,LMIR5
A8K4G0,TREM5
A8K4G0,UNQ2530/PRO6029
Q8WXK3,ASB13
Q93084,ATP2A3
Q9H9F9,ACTR5
Q9H9F9,ARP5
P05023,ATP1A1
Q16720,ATP2B3
Q6PL18,ATAD2
Q6PL18,L16
Q6PL18,PRO2000
P48201,ATP5MC3
P48201,ATP5G3
P17735,TAT
Q99766,DMAC2L
Q99766,ATP5S
Q99766,ATPW
P0C7T5,ATXN1L
P0C7T5,BOAT
P0C7T5,BOAT1
O00501,CLDN5
O00501,AWAL
O00501,TMVCF
Q8NBF6,AVL9
Q8NBF6,KIAA0241
Q5T1B0,AXDND1
Q5T1B0,C1orf125
Q6E213,AWAT2
Q6E213,DC4
Q6E213,DGAT2L4
Q6E213,MFAT
Q6E213,WS
Q5VT79,ANXA8L1
Q5VT79,ANXA8L2
Q9Y2T1,AXIN2
Q8TE60,ADAMTS18
Q8TE60,ADAMTS21
P56385,ATP5ME
P56385,ATP5I
P56385,ATP5K
Q6QNY1,BLOC1S2
Q6QNY1,BLOS2
Q6QNY1,CEAP
Q13873,BMPR2
Q13873,PPH1
Q8NFQ5,BPIFB6
Q8NFQ5,BPIL3
Q8TDL5,BPIFB1
Q8TDL5,C20orf114
Q8TDL5,LPLUNC1
Q8TDL5,UNQ706/PRO1357
Q8N1L9,BATF2
Q9BUT1,BDH2
Q9BUT1,DHRS6
Q9BUT1,SDR15C1
Q9BUT1,UNQ6308/PRO20933
Q8NFU1,BEST2
Q8NFU1,VMD2L1
Q5VU97,CACHD1
Q5VU97,KIAA1573
Q5VU97,VWCD1
O00305,CACNB4
O00305,CACNLB4
Q8N143,BCL6B
Q8N143,BAZF
Q8N143,ZNF62
Q4VC05,BCL7A
Q13634,CDH18
Q13634,CDH14
P55291,CDH15
P55291,CDH14
P55291,CDH3
Q8IYL3,C1orf174
Q08AD1,CAMSAP2
Q08AD1,CAMSAP1L1
Q08AD1,KIAA1078
Q96F63,CCDC97
Q9H0W5,CCDC8
Q16204,CCDC6
Q16204,D10S170
Q16204,TST1
Q8TD31,CCHCR1
Q8TD31,C6orf18
Q8TD31,HCR
O14958,CASQ2
Q8N9Z2,CCDC71L
Q8N9Z2,C7orf74
P13236,CCL4
P13236,LAG1
P13236,MIP1B
P13236,SCYA4
O94986,CEP152
O94986,KIAA0912
Q5TEZ4,LINC01590
Q5TEZ4,C6orf164
Q9BY43,CHMP4A
Q9BY43,C14orf123
Q9BY43,SHAX2
Q9BY43,CDA04
Q9BY43,HSPC134
P53567,CEBPG
P08217,CELA2A
P08217,ELA2A
P30260,CDC27
P30260,ANAPC3
P30260,D0S1430E
P30260,D17S978E
Q9HCU0,CD248
Q9HCU0,CD164L1
Q9HCU0,TEM1
P26842,CD27
P26842,TNFRSF7
Q92903,CDS1
Q92903,CDS
Q8N6G5,CSGALNACT2
Q8N6G5,CHGN2
Q8N6G5,GALNACT2
Q8N6G5,PRO0082
P42773,CDKN2C
P42773,CDKN6
C9J302,C4orf51
A6NGY3,C5orf52
O60308,CEP104
O60308,KIAA0562
Q5T280,SPOUT1
Q5T280,C9orf114
Q6P047,C8orf74
A8MXV6,CDRT15L2
Q8N6U2,LINC00612
Q8N6U2,C12orf33
P08571,CD14
Q9H3J6,C12orf65
Q9H3J6,My030
Q96LP6,C12orf42
P32246,CCR1
P32246,CMKBR1
P32246,CMKR1
P32246,SCYAR1
Q5QGZ9,CLEC12A
Q5QGZ9,CLL1
Q5QGZ9,DCAL2
Q5QGZ9,MICL
P02748,C9
Q8NAA6,LINC02694
Q8NAA6,C15orf53
Q8N999,C12orf29
A8K5M9,C15orf62
P16562,CRISP2
P16562,GAPDL5
P16562,TPX1
Q8IUY3,GRAMD2A
Q8IUY3,GRAMD2
Q58FF6,HSP90AB4P
P09341,CXCL1
P09341,GRO
P09341,GRO1
P09341,GROA
P09341,MGSA
P09341,SCYB1
Q8IUC2,KRTAP8-1
Q8IUC2,KAP8.1
Q8IUC2,KRTAP8.1
Q9Y241,HIGD1A
Q9Y241,HIG1
Q9Y241,HSPC010
Q93099,HGD
Q93099,HGO
Q9HCC6,HES4
Q9HCC6,BHLHB42
Q14469,HES1
Q14469,BHLHB39
Q14469,HL
Q14469,HRY
Q9H8Q6,HEXA-AS1
Q9H8Q6,C15orf34
P17509,HOXB6
P17509,HOX2B
Q92826,HOXB13
A0A0A0MS14,IGHV1-45
P0DMV8,HSPA1A
P0DMV8,HSP72
P0DMV8,HSPA1
P0DMV8,HSX70
P19622,EN2
Q9UJC3,HOOK1
P26583,HMGB2
P26583,HMG2
B2RXH8,HNRNPCL2
B2RXH8,HNRNPCP5
Q8IZJ0,IFNL2
Q8IZJ0,IL28A
Q8IZJ0,ZCYTO20
O60573,EIF4E2
O60573,EIF4EL3
P01871,IGHM
Q9GZX6,IL22
Q9GZX6,ILTIF
Q9GZX6,ZCYTO18
Q9GZX6,UNQ3099/PRO10096
Q969P0,IGSF8
Q969P0,CD81P3
Q969P0,EWI2
Q969P0,KCT4
P22692,IGFBP4
P22692,IBP4
O60725,ICMT
O60725,PCCMT
Q9UPT6,MAPK8IP3
Q9UPT6,JIP3
Q9UPT6,KIAA1066
P13612,ITGA4
P13612,CD49D
Q96J02,ITCH
P04259,KRT6B
P04259,K6B
P04259,KRTL1
Q2LD37,KIAA1109
Q2LD37,FSA
Q2LD37,KIAA1371
Q8TEX9,IPO4
Q8TEX9,IMP4B
Q8TEX9,RANBP4
P22459,KCNA4
P22459,KCNA4L
Q96CX2,KCTD12
Q96CX2,C13orf2
Q96CX2,KIAA1778
Q96CX2,PFET1
Q9BY66,KDM5D
Q9BY66,HY
Q9BY66,HYA
Q9BY66,JARID1D
Q9BY66,KIAA0234
Q9BY66,SMCY
Q3SYF9,KRTAP19-7
Q3SYF9,KAP19.7
P07195,LDHB
Q96FV0,LRRC46
Q8TCA0,LRRC20
Q8TCA0,UNQ2429/PRO4989
Q15048,LRRC14
Q15048,KIAA0014
Q8N485,LIX1
Q8N485,C5orf11
Q86Y78,LYPD6
Q86Y78,UNQ3023/PRO9821
Q8IXW0,LMNTD2
Q8IXW0,C11orf35
Q99732,LITAF
Q99732,PIG7
Q99732,SIMPLE
Q6UB28,METAP1D
Q6UB28,MAP1D
P61968,LMO4
Q8IWU2,LMTK2
Q8IWU2,AATYK2
Q8IWU2,BREK
Q8IWU2,KIAA1079
Q8IWU2,KPI2
Q8IWU2,LMR2
Q7Z434,MAVS
Q7Z434,IPS1
Q7Z434,KIAA1271
Q7Z434,VISA
C9JSJ3,MEIOSIN
C9JSJ3,BHMG1
Q16655,MLANA
Q16655,MART1
P41279,MAP3K8
P41279,COT
P41279,ESTF
Q96DS6,MS4A6E
Q9P0L2,MARK1
Q9P0L2,KIAA1477
Q9P0L2,MARK
Q8NDY4,MDS2
Q86UE6,LRRTM1
Q86UE6,UNQ675/PRO1309
Q96JY0,MAEL
A6NJ78,METTL15
A6NJ78,METT5D1
Q9BXW4,MAP1LC3C
Q8N4P3,HDDC3
Q8N4P3,MESH1
Q6NVV0,MKRN9P
Q6NVV0,MKRN5
Q6NVV0,MKRN9
Q6NVV0,MKRNP6
Q6NVV0,RNF65
Q6NVV0,ZNF127L3
Q8TCB7,METTL6
L0R8F8,MIEF1
Q8NCR3,MFI
Q8NCR3,C11orf65
Q504T8,MIDN
Q5U5Q3,MEX3C
Q5U5Q3,RKHD2
Q5U5Q3,RNF194
Q5U5Q3,BM-013
Q96T58,SPEN
Q96T58,KIAA0929
Q96T58,MINT
Q96T58,SHARP
O75121,MFAP3L
O75121,KIAA0626
O75121,HSD-39
O75121,HSD39
P20645,M6PR
P20645,MPR46
P20645,MPRD
O95297,MPZL1
O95297,PZR
O95297,UNQ849/PRO1787
Q96LB0,MRGPRX3
Q96LB0,MRGX3
Q96LB0,SNSR1
Q96LB0,SNSR2
O15375,SLC16A5
O15375,MCT5
O15375,MCT6
Q8IWI9,MGA
Q8IWI9,KIAA0518
Q8IWI9,MAD5
P15941,MUC1
P15941,PUM
O43312,MTSS1
O43312,KIAA0429
O43312,MIM
Q2M296,MTHFSD
Q13505,MTX1
Q13505,MTX
Q13505,MTXN
A0A0U1RRE5,NBDY
A0A0U1RRE5,LINC01420
Q8IZF0,NALCN
Q8IZF0,VGCNL1
Q6NZ67,MZT2B
Q6NZ67,FAM128B
Q6NZ67,MOZART2B
B0I1T2,MYO1G
B0I1T2,HA2
Q14324,MYBPC2
Q14324,MYBPCF
P0CAP1,MYZAP
P0CAP1,MYOZAP
Q86YV6,MYLK4
Q86YV6,SGK085
Q17RQ9,NKPD1
P01185,AVP
P01185,ARVP
P01185,VP
Q86Y39,NDUFA11
Q8NG66,NEK11
Q9GZP1,NRSN2
Q9GZP1,C20orf98
Q9BSD7,NTPCR
Q9BSD7,C1orf57
Q7Z4S6,KIF21A
Q7Z4S6,KIAA1708
Q7Z4S6,KIF2
Q52LG2,KRTAP13-2
Q52LG2,KAP13.2
P29622,SERPINA4
P29622,KST
P29622,PI4
Q86UK5,EVC2
Q86UK5,LBN
Q5T7P3,LCE1B
Q5T7P3,LEP2
Q5T7P3,SPRL2A
O95970,LGI1
O95970,EPT
O95970,UNQ775/PRO1569
Q569H4,PRR16
Q8N6Y2,LRRC17
Q8N6Y2,P37NB
Q8N6Y2,UNQ3076/PRO9909
Q96QE4,LRRC37B
Q9HCJ2,LRRC4C
Q9HCJ2,KIAA1580
Q9HCJ2,NGL1
Q9HCJ2,UNQ292/PRO331
Q6PJG9,LRFN4
Q6PJG9,SALM3
Q5JTD7,LRRC73
Q5JTD7,C6orf154
Q9NQ29,LUC7L
Q9NQ29,LUC7L1
P16581,SELE
P16581,ELAM1
P33241,LSP1
P33241,WP34
Q16706,MAN2A1
Q16706,MANA2
P53582,METAP1
P53582,KIAA0094
O60476,MAN1A2
O60476,MAN1B
Q6ZRQ5,MMS22L
Q6ZRQ5,C6orf167
O15457,MSH4
Q10713,PMPCA
Q10713,INPP5E
Q10713,KIAA0123
Q10713,MPPA
Q86VF5,MOGAT3
Q86VF5,DC7
Q86VF5,DGAT2L7
Q86VF5,UNQ9383/PRO34208
A0A3B3IT52,MSANTD5
Q99583,MNT
Q99583,BHLHD3
Q99583,ROX
P0C860,MSL3P1
P0C860,MSL3L2
Q86SM5,MRGPRG
Q86SM5,GPR169
Q86SM5,MRGG
Q9NZJ7,MTCH1
Q9NZJ7,PSAP
Q9NZJ7,CGI-64
Q9NZJ7,UNQ1871/PRO4314
Q9ULD2,MTUS1
Q9ULD2,ATBP
Q9ULD2,ATIP
Q9ULD2,GK1
Q9ULD2,KIAA1288
Q9ULD2,MTSG1
Q9Y4B5,MTCL1
Q9Y4B5,CCDC165
Q9Y4B5,KIAA0802
Q9Y4B5,SOGA2
Q6NSW7,NANOGP8
Q9BTE0,NAT9
Q9BTE0,EBS
P41271,NBL1
P41271,DAN
P41271,DAND1
P10243,MYBL1
P10243,AMYB
Q9Y6C9,MTCH2
Q9Y6C9,MIMP
Q9Y6C9,HSPC032
Q9H1M0,NUP62CL
Q9H1M0,NUP62L
P50539,MXI1
P50539,BHLHC11
Q13506,NAB1
P23409,MYF6
P23409,BHLHC4
P23409,MRF4
Q86UY6,NAA40
Q86UY6,NAT11
Q86UY6,PATT1
Q8WX92,NELFB
Q8WX92,COBRA1
Q8WX92,KIAA1182
A0A5F9ZHS7,NFILZ
P08651,NFIC
P08651,NFI
Q00604,NDP
Q00604,EVR2
Q504Y2,PKDCC
Q504Y2,SGK493
Q504Y2,VLK
Q9NTG1,PKDREJ
Q16649,NFIL3
Q16649,E4BP4
Q16649,IL3BP1
P36873,PPP1CC
Q9NWW9,PLAAT2
Q9NWW9,HRASLS2
A8MXV4,NUDT19
Q96EP9,SLC10A4
Q96RS6,NUDCD1
Q96RS6,CML66
Q9NWW6,NMRK1
Q9NWW6,C9orf95
Q9NWW6,NRK1
Q9Y2I2,NTNG1
Q9Y2I2,KIAA0976
Q9Y2I2,LMNT1
Q9Y2I2,UNQ571/PRO1133
O60285,NUAK1
O60285,ARK5
O60285,KIAA0537
O60285,OMPHK1
Q6X4W1,NSMF
Q6X4W1,NELF
Q8NGB6,OR4M2
Q8NGS2,OR1J2
Q8NGS2,OR1J3
Q8NGS2,OR1J5
Q8NH50,OR8K5
P0CE72,OCM
P0CE72,OCM1
P0CE72,OCMN
A6NMU1,OR52A4P
A6NMU1,OR52A4
Q969Q6,PPP2R3C
Q969Q6,C14orf10
Q969Q6,G5PR
Q9H339,OR51B5
Q8NGS8,OR13C5
Q8NGJ8,OR51S1
Q6IFG1,OR52E8
Q8NGP9,OR5AR1
Q8NGQ4,OR10Q1
Q8N127,OR5AS1
Q9GZK7,OR11A1
Q9GZK7,OR11A2
O95747,OXSR1
O95747,KIAA1101
O95747,OSR1
P61366,OSTN
Q15257,PTPA
Q15257,PPP2R4
O00408,PDE2A
Q56P42,PYDC2
Q56P42,POP2
Q8NGH6,OR52L2P
Q8NGH6,OR52L2
Q8NCC3,PLA2G15
Q8NCC3,LYPLA3
Q8NCC3,UNQ341/PRO540
P40426,PBX3
Q15366,PCBP2
P25116,F2R
P25116,CF2R
P25116,PAR1
P25116,TR
O14832,PHYH
O14832,PAHX
Q9BZM2,PLA2G2F
Q9Y5E4,PCDHB5
Q9UN75,PCDHA12
Q6KB66,KRT80
Q6KB66,KB20
P46013,MKI67
Q9NQT8,KIF13B
Q9NQT8,GAKIN
Q9NQT8,KIAA0639
Q96T54,KCNK17
Q96T54,TALK2
Q96T54,TASK4
Q96T54,UNQ5816/PRO19634
Q9BYP8,KRTAP17-1
Q9BYP8,KAP17.1
Q9BYP8,KRTAP16.1
P60411,KRTAP10-9
P60411,KAP10.9
P60411,KAP18-9
P60411,KRTAP10.9
P60411,KRTAP18-9
P60411,KRTAP18.9
Q9H2S1,KCNN2
Q3LI59,KRTAP21-2
Q3LI59,KAP21.2
P23276,KEL
Q13887,KLF5
Q13887,BTEB2
Q13887,CKLF
Q13887,IKLF
O60303,KATNIP
O60303,KIAA0556
Q8NEZ4,KMT2C
Q8NEZ4,HALR
Q8NEZ4,KIAA1506
Q8NEZ4,MLL3
P06732,CKM
P06732,CKMM
P42167,TMPO
P42167,LAP2
Q5T753,LCE1E
Q5T753,LEP5
Q9BRS8,LARP6
Q5T754,LCE1F
Q5T754,LEP6
Q05C16,LRRC63
Q8ND94,LRRN4CL
Q8ND94,UNQ728/PRO1410
Q8ND56,LSM14A
Q8ND56,C19orf13
Q8ND56,FAM61A
Q8ND56,RAP55
Q8ND56,RAP55A
Q8ND30,PPFIBP2
Q9NZU5,LMCD1
Q68DH5,LMBRD2
Q9BUE0,MED18
Q6P9B6,MEAK7
Q6P9B6,KIAA1609
Q6P9B6,TLDC1
Q9Y5V3,MAGED1
Q9Y5V3,NRAGE
Q9Y5V3,PP2250
Q9Y5V3,PRO2292
O00187,MASP2
O95243,MBD4
O95243,MED1
Q0VG99,MESP2
Q0VG99,BHLHC6
Q0VG99,SCDO2
Q9BUU2,METTL22
Q9BUU2,C16orf68
Q9BUU2,LP8272
P55082,MFAP3
O95396,MOCS3
O95396,UBA4
Q16653,MOG
Q9Y5U8,MPC1
Q9Y5U8,BRP44L
Q9Y5U8,CGI-129
Q9Y5U8,HSPC040
Q9Y5U8,PNAS-115
O15403,SLC16A6
O15403,MCT6
O15403,MCT7
P98088,MUC5AC
P98088,MUC5
Q6IQ20,NAPEPLD
Q6IQ20,C7orf18
Q9Y303,AMDHD2
Q9Y303,CGI-14
Q8WX94,NLRP7
Q8WX94,NALP7
Q8WX94,NOD12
Q8WX94,PYPAF3
Q99417,MYCBP
Q99417,AMY1
Q92802,N4BP2L2
Q92802,CG005
Q92802,PFAAP5
Q9UHQ1,NARF
P53602,MVD
P53602,MPD
Q6N069,NAA16
Q6N069,NARG1L
Q6N069,NAT2
P35580,MYH10
O43639,NCK2
O43639,GRB4
Q86T75,NBPF11
Q86T75,NBPF24
O00217,NDUFS8
Q8N8Q9,NIPA2
Q86UT6,NLRX1
Q86UT6,NOD26
Q86UT6,NOD5
Q86UT6,NOD9
O95096,NKX2-2
O95096,NKX2.2
O95096,NKX2B
P30414,NKTR
P01138,NGF
P01138,NGFB
O00624,SLC17A2
O00624,NPT3
P08949,NMB
O43795,MYO1B
Q7L592,NDUFAF7
Q7L592,C2orf56
Q7L592,PRO1853
O95298,NDUFC2
O95298,HLC1
O43677,NDUFC1
P07196,NEFL
P07196,NF68
P07196,NFL
P55055,NR1H2
P55055,LXRB
P55055,NER
P55055,UNR
A1L188,NDUFAF8
A1L188,C17orf89
Q9Y466,NR2E1
Q9Y466,TLX
Q9BZE4,GTPBP4
Q9BZE4,CRFG
Q9BZE4,NOG1
P0CG21,NHLRC4
Q12857,NFIA
Q12857,KIAA1439
O00712,NFIB
Q9H1E3,NUCKS1
Q9H1E3,NUCKS
Q9H1E3,JC7
P30989,NTSR1
P30989,NTRR
Q9P2S2,NRXN2
Q9P2S2,KIAA0921
P58401,NRXN2
Q96AT1,KIAA1143
O43187,IRAK2
Q7Z794,KRT77
Q7Z794,KRT1B
Q4VXA5,KHDC1
Q4VXA5,C6orf147
Q4VXA5,C6orf148
P38484,IFNGR2
P38484,IFNGT1
Q9Y6J6,KCNE2
Q2M2Z5,KIZ
Q2M2Z5,C20orf19
Q2M2Z5,NCRNA00153
Q2M2Z5,PLK1S1
Q2M2Z5,HT013
Q9UKQ9,KLK9
Q9H079,KATNBL1
Q9H079,C15orf29
P01619,IGKV3-20
P50748,KNTC1
P50748,KIAA0166
Q6ISS4,LAIR2
Q6ISS4,CD306
P18627,LAG3
P18627,FDC
Q9H6V9,LDAH
Q9H6V9,C2orf43
P15018,LIF
P15018,HILDA
Q8WVC0,LEO1
Q8WVC0,RDL
O60711,LPXN
O60711,LDLP
Q5T3J3,LRIF1
Q5T3J3,C1orf103
Q5T3J3,RIF1
Q5VYY2,LIPM
Q5VYY2,LIPL3
O94772,LY6H
Q5VXJ0,LIPK
Q5VXJ0,LIPL2
Q17RR3,PNLIPRP3
P01715,IGLV3-1
A0A075B6K2,IGLV3-12
P46821,MAP1B
Q06413,MEF2C
Q14680,MELK
Q14680,KIAA0175
Q12852,MAP3K12
Q12852,ZPK
Q15691,MAPRE1
Q969Z3,MTARC2
Q969Z3,MARC2
Q969Z3,MOSC2
Q15528,MED22
Q15528,SURF5
Q9NQG1,MANBAL
Q9P2E8,MARCHF4
Q9P2E8,KIAA1399
Q9P2E8,MARCH4
Q9P2E8,RNF174
Q9ULK4,MED23
Q9ULK4,ARC130
Q9ULK4,CRSP3
Q9ULK4,DRIP130
Q9ULK4,KIAA1216
Q9ULK4,SUR2
Q68D91,MBLAC2
Q8IZK6,MCOLN2
Q9Y4K4,MAP4K5
Q96DN6,MBD6
Q96DN6,KIAA1887
Q5JXC2,MIIP
Q5JXC2,IIP45
Q9ULZ9,MMP17
Q9ULZ9,MT4MMP
Q00266,MAT1A
Q00266,AMS1
Q00266,MATA1
Q7RTX9,SLC16A14
Q7RTX9,MCT14
Q14432,PDE3A
P04731,MT1A
P04731,MT1S
Q02505,MUC3A
Q02505,MUC3
Q9NR99,MXRA5
Q00872,MYBPC1
Q00872,MYBPCS
Q13402,MYO7A
Q13402,USH1B
Q15596,NCOA2
Q15596,BHLHE75
Q15596,SRC2
Q15596,TIF2
P60660,MYL6
Q92982,NINJ1
Q6ZUT1,NKAPD1
Q6ZUT1,C11orf57
Q99801,NKX3-1
Q99801,NKX3.1
Q99801,NKX3A
Q6KC79,NIPBL
Q6KC79,IDN3
Q6KC79,SCC2
Q9UBE8,NLK
Q9UBE8,LAK1
Q92692,NECTIN2
Q92692,HVEB
Q92692,PRR2
Q92692,PVRL2
O95502,NPTXR
Q15223,NECTIN1
Q15223,HVEC
Q15223,PRR1
Q15223,PVRL1
O60287,URB1
O60287,C21orf108
O60287,KIAA0539
O60287,NOP254
O60287,NPA1
O95168,NDUFB4
Q9H7X0,NAA60
Q9H7X0,HAT4
Q9H7X0,NAT15
Q9H7X0,UNQ2771/PRO7155
Q9NV92,NDFIP2
Q9NV92,KIAA1165
Q9NV92,N4WBP5A
P49146,NPY2R
Q8IXF0,NPAS3
Q8IXF0,BHLHE12
Q8IXF0,MOP6
Q8IXF0,PASD6
Q8N729,NPW
Q8N729,PPL8
Q8N729,PPNPW
O43920,NDUFS5
Q14994,NR1I3
Q14994,CAR
Q9Y5X4,NR2E3
Q9Y5X4,PNR
Q9Y5X4,RNR
Q9Y239,NOD1
Q9Y239,CARD4
Q8WUJ1,CYB5D2
Q53H76,PLA1A
Q53H76,NMD
Q53H76,PSPLA1
P14923,JUP
P14923,CTNNG
P14923,DP3
Q96I34,PPP1R16A
Q96I34,MYPT3
P48736,PIK3CG
Q5JTB6,PLAC9
Q9NXH3,PPP1R14D
Q9NXH3,GBPI
Q6DJT9,PLAG1
Q9Y263,PLAA
Q9Y263,PLAP
Q13018,PLA2R1
Q13018,CLEC13C
P98161,PKD1
E9PKD4,NPIPA5
E9PJI5,NPIPA7
P0DM63,NPIPA8
Q8TB73,NDNF
